scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type
2025-05-31 13:30:00,زاگرس,IZG4149,مشهد,پروازکرد13:56,6-7,2025-05-31 13:56:00,,,فرودگاه رشت,Domestic Departure
2025-05-31 13:35:00,رایمون,RAI7511,تهران,پروازکرد13:33,2,2025-05-31 13:33:00,,,فرودگاه رشت,Domestic Departure
2025-05-31 14:30:00,ایران ایرتور,IRB905,مشهد,پروازکرد15:02,4-5,2025-05-31 15:02:00,,,فرودگاه رشت,Domestic Departure
2025-05-31 15:25:00,سپهران,SHI4327,مشهد,پروازکرد16:01,6-7,2025-05-31 16:01:00,,,فرودگاه رشت,Domestic Departure
2025-05-31 19:00:00,ایران ایر,IRA3330,تهران,پروازکرد19:03,4,2025-05-31 19:03:00,,,فرودگاه رشت,Domestic Departure
2025-06-04 09:20:00,ایران ایر,IRA407,بوشهر,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:45:00,آساجت,SJT8665,عسلویه,طبق برنامه,,,,,فرودگاه رشت,Domestic Departure
2025-06-04 09:40:00,آسمان,IRC3710,اردبیل,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 12:10:00,آسمان,IRC3941,شیراز,باطل شد,,,,,فرودگاه رشت,Domestic Departure
2025-06-04 09:45:00,فلای پرشیا,FPI7438,مشهد,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-04 09:50:00,رایمون,RAI7522,مشهد,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-04 10:00:00,آتا,TBZ5681,بندرعباس,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 10:00:00,وارش,VRH5840,مشهد,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 16:30:00,ایران ایرتور,IRB905,مشهد,باطل شد,,,,,فرودگاه رشت,Domestic Departure
2025-05-31 20:30:00,قشم,QSM1271,تهران,پروازکرد20:45,3,2025-05-31 20:45:00,,,فرودگاه زاهدان,Domestic Departure
2025-05-31 21:30:00,ایران ایرتور,IRB975,تهران,باطل شد | باطل شد | باطل شد,,,,,فرودگاه زاهدان,Domestic Departure
2025-05-31 21:30:00,کاسپین,CPN6923,مشهد,درحال پرواز | پروازکرد21:35,2,2025-05-31 21:35:00,,,فرودگاه زاهدان,Domestic Departure
2025-06-04 10:10:00,ایران ایرتور,IRB962,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-31 00:30:00,آتا,TBZ5648,مشهد,پروازکرد02:15,3,2025-05-31 02:15:00,,MD82,فرودگاه آبادان,Domestic Departure
2025-05-31 11:35:00,ایر وان,INA6753,مشهد,پروازکرد12:05,3,2025-05-31 12:05:00,,,فرودگاه آبادان,Domestic Departure
2025-05-31 14:50:00,ساها,IRZ167,تهران,پروازکرد15:37,4,2025-05-31 15:37:00,,,فرودگاه آبادان,Domestic Departure
2025-05-31 19:15:00,پارس,PRS4414,مشهد,پروازکرد19:48,4,2025-05-31 19:48:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-31 22:10:00,سپهران,SHI4367,مشهد,پروازکرد22:09,4,2025-05-31 22:09:00,,737,فرودگاه آبادان,Domestic Departure
2025-05-31 22:20:00,چابهار ایر,IRU7635,تهران,پروازکرد23:06,3,2025-05-31 23:06:00,,MD83,فرودگاه آبادان,Domestic Departure
2025-05-31 23:00:00,کیش ایر,KIS7011,مشهد,پروازکرد23:36,2,2025-05-31 23:36:00,,MDC-DC-9-82,فرودگاه آبادان,Domestic Departure
2025-05-31 23:15:00,قشم,QSM1217,تهران,آماده پرواز,4,,,CRJ200,فرودگاه آبادان,Domestic Departure
2025-06-04 10:20:00,آتا,TBZ5629,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 03:35:00,سپهران,SHI4387,مشهد,طبق برنامه,,,,737,فرودگاه آبادان,Domestic Departure
2025-06-04 10:40:00,چابهار,IRU7610,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 11:00:00,آتا,TBZ5659,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 11:15:00,ایران ایر,IRA3310,اصفهان,طبق برنامه,,,,ATR-72-500,فرودگاه مهرآباد,Domestic Departure
2025-05-31 15:15:00,آساجت,SJT8631,تهران,پروازکرد15:21,4-5,2025-05-31 15:21:00,,EMB145,فرودگاه گرگان,Domestic Departure
2025-05-31 19:45:00,پارس,PRS5419,چابهار,پروازکرد20:34,4-5,2025-05-31 20:34:00,,,فرودگاه گرگان,Domestic Departure
2025-06-04 11:30:00,زاگرس,IZG4040,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-31 14:00:00,آتا,TBZ5634,تهران,پروازکرد15:09,4-5,2025-05-31 15:09:00,,MD83,فرودگاه اردبيل,Domestic Departure
2025-05-28 22:00:00,ایران ایرتور,IRB925,مشهد,پروازکرد22:06,7-8,2025-05-28 22:06:00,,MD82,فرودگاه شيراز,Domestic Departure
2025-05-28 22:10:00,آسمان,IRC3792,بندرعباس,پروازکرد23:03,16-17,2025-05-28 23:03:00,,100,فرودگاه شيراز,Domestic Departure
2025-05-31 20:20:00,ماهان,IRM1027,تهران,پروازکرد20:12,2-3,2025-05-31 20:12:00,,RJ100,فرودگاه اردبيل,Domestic Departure
2025-06-04 11:45:00,کیش ایر,KIS7053,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:00:00,زاگرس,IZG4105,مشهد,طبق برنامه,,,,,فرودگاه ايلام,Domestic Departure
2025-05-31 20:30:00,ماهان,IRM1048,تهران,پروازکرد20:35,4,2025-05-31 20:35:00,,146-100,فرودگاه بيرجند,Domestic Departure
2025-05-31 09:30:00,تابان,TBN6318,تهران,پروازکرد13:00,2,2025-05-31 13:00:00,,,فرودگاه شهرکرد,Domestic Departure
2025-06-01 08:00:00,ایران ایر,IRA3413,تهران,طبق برنامه,,,,ATR,فرودگاه بجنورد,Domestic Departure
2025-06-04 12:15:00,آسمان,IRC3771,شیراز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-31 16:15:00,ماهان,IRM1005,تهران,پروازکرد16:10,"1,4",2025-05-31 16:10:00,,,فرودگاه خرم آباد,Domestic Departure
2025-06-01 11:55:00,ماهان,IRM1099,مشهد,پروازکرد11:45,2-3,2025-06-01 11:45:00,,146-100,فرودگاه اردبيل,Domestic Departure
2025-06-01 10:05:00,ماهان,IRM4537,تهران,طبق برنامه,,,,RJ100,فرودگاه اردبيل,Domestic Departure
2025-06-01 15:00:00,ایران ایر,IRA327,تهران,پروازکرد15:10,1-4,2025-06-01 15:10:00,,A321,فرودگاه لارستان,Domestic Departure
2025-06-04 12:55:00,آتا,TBZ5698,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 13:15:00,ماهان,IRM4572,ایلام,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-04 14:00:00,یزد ایر,DZD9407,زاهدان,طبق برنامه,,,,RJ85,فرودگاه مهرآباد,Domestic Departure
2025-06-04 14:10:00,یزد ایر,DZD9407,اهواز,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-04 14:50:00,قشم ایر,QSM1252,مشهد,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-04 14:50:00,رایمون,RAI7512,اصفهان,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:05:00,ایران ایر,IRA350,كيش,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:15:00,پارس ایر,PRS4454,مشهد,طبق برنامه,,,,CRJ200,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:30:00,آتا,TBZ5625,اهواز,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:40:00,کاسپین,CPN024,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:50:00,آتا,TBZ5613,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:55:00,ایران ایر,IRA428,شیراز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-04 15:55:00,آتا,TBZ5664,کرمان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 16:10:00,کاسپین,CPN6900,بوشهر,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 16:50:00,آساجت,SJT8616,اصفهان,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:00:00,آتا,TBZ5623,شیراز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:00:00,زاگرس,IZG4020,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:05:00,اطلس ایر,ATS8288,مشهد,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:05:00,آتا,TBZ5668,تبریز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:10:00,پويا,PYA2340,شیراز,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:15:00,کیش ایر,KIS7081,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:25:00,کاسپین,CPN6936,قشم,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:25:00,آتا,TBZ5719,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:30:00,آسمان,IRC3854,ارومیه,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-04 17:45:00,چابهار,IRU7650,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:00:00,وارش,VRH5850,اهواز,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:10:00,کارون,KRU2674,اهواز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:15:00,کیش ایر,KIS7029,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:15:00,ماهان,IRM1026,اردبیل,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:20:00,ماهان,IRM1055,کرمان,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:30:00,ماهان,IRM1002,تبریز,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:35:00,رایمون,RAI7510,رشت,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-04 18:40:00,اطلس ایر,ATS8273,آبادان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 04:30:00,زاگرس,IZG4022,اهواز,طبق برنامه,5,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 04:50:00,کیش ایر,KIS7085,یزد,طبق برنامه,"9, 10",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 04:50:00,اطلس ایر,ATS8278,مشهد,طبق برنامه,"14, 15",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 04:55:00,چابهار,IRU7658,بوشهر,طبق برنامه,2,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:10:00,آتا,TBZ5635,اهواز,طبق برنامه,"26, 27",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:20:00,کاسپین,CPN024,مشهد,تاخیر - 06:00,"12, 13",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:20:00,چابهار,IRU7672,کرمان,طبق برنامه,4,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:25:00,کارون,KRU2536,شیراز/بهرگان,طبق برنامه,"18, 19",,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:30:00,آتا,TBZ5617,مشهد,طبق برنامه,"12, 13",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:30:00,وارش,VRH5852,اهواز,طبق برنامه,6,,,B737,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:35:00,آتا,TBZ5662,کرمان,تاخیر - 06:00,"24, 25",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:40:00,پارس ایر,PRS5400,مشهد,طبق برنامه,"20, 21",,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:40:00,فلای پرشیا,FPI7426,اهواز,طبق برنامه,"18, 19",,,737-700,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:45:00,ایران ایر,IRA343,تبریز,طبق برنامه,3,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:45:00,کارون,KRU2506,ماهشهر,طبق برنامه,21,,,F100,فرودگاه مهرآباد,Domestic Departure
2025-05-26 05:50:00,چابهار,IRU7626,شیراز,طبق برنامه,3,,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:00:00,ماهان,IRM0000,نا مشخص,دريافت كارت پرواز,33,,,747,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:00:00,یزد ایر,DZD6895,شیراز,طبق برنامه,"14, 15",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-05-26 06:05:00,کیش ایر,KIS7009,عسلویه,طبق برنامه,"11, 12",,,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 00:05:00,طوس ایر,IRT8163,سراوان,پرواز كرد,,2025-06-01 00:43:00,EPTOF,ARGOSY,فرودگاه مهرآباد,Domestic Departure
2025-06-01 04:30:00,ساها,IRZ158,شیراز,پرواز كرد,"6, 7",2025-06-01 04:35:00,EPSII,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 04:30:00,زاگرس,IZG4022,اهواز,پرواز كرد,3,2025-06-01 05:07:00,EPZAQ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 04:55:00,وارش,VRH5818,مشهد,پرواز كرد,5,2025-06-01 05:30:00,EPVAK,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:00:00,کاسپین,CPN048,شیراز,پرواز كرد,"8, 9",2025-06-01 05:11:00,EPCAQ,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:05:00,آتا,TBZ5625,اهواز,پرواز كرد,"12, 13",2025-06-01 06:03:00,EPTAH,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:10:00,چابهار,IRU7646,شیراز,پرواز كرد,7,2025-06-01 05:22:00,EPSEB,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:10:00,کاسپین,CPN026,مشهد,پرواز كرد,"10, 11",2025-06-01 05:15:00,EPCPU,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:15:00,کیش ایر,KIS7193,عسلویه,پرواز كرد,"9, 10",2025-06-01 05:59:00,EPLCK,MD82,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:20:00,قشم ایر,QSM1293,سنندج,پرواز كرد,"16, 17",2025-06-01 05:32:00,EPFQI,FOKER100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:25:00,ایران ایر,IRA3412,بجنورد,پرواز كرد,2,2025-06-01 05:27:00,EPITM,ATR-72-500,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:30:00,وارش,VRH5852,اهواز,پرواز كرد,4,2025-06-01 05:44:00,EPVBM,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:30:00,پويا,PYA2314,یزد,پرواز كرد,14,2025-06-01 05:36:00,EPPUR,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:35:00,کارون,KRU2584,عسلویه,پرواز كرد,"14, 15",2025-06-01 06:10:00,EPNFC,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:35:00,پارس ایر,PRS4454,مشهد,پرواز كرد,"18, 19",2025-06-01 12:50:00,EPPAM,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:40:00,آتا,TBZ5643,سیرجان,پرواز كرد,"24, 25",2025-06-01 05:41:00,EPTAE,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:45:00,ماهان,IRM4525,چابهار,پرواز كرد,25,2025-06-01 05:57:00,EPMEA,RJ85,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:45:00,چابهار,IRU7628,بوشهر,پرواز كرد,6,2025-06-01 05:51:00,EPCBD,MD82,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:50:00,آساجت,SJT8604,عسلویه,پرواز كرد,19,2025-06-01 06:08:00,EPRHO,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:55:00,ایران ایر,IRA472,کرمان,پرواز كرد,4,2025-06-01 06:19:00,EPCFR,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 05:55:00,کارون,KRU2528,لاوان,پرواز كرد,18,2025-06-01 05:54:00,EPMIS,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:00:00,وارش,VRH5918,عسلویه,پرواز كرد,3,2025-06-01 06:33:00,EPVAA,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:00:00,آتا,TBZ5677,ارومیه,پرواز كرد,"26, 27",2025-06-01 06:13:00,EPTAJ,MD82,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:05:00,آتا,TBZ5610,تبریز,پرواز كرد,11,2025-06-01 07:08:00,EPTAZ,md88,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:10:00,چابهار,IRU7660,مشهد,پرواز كرد,5,2025-06-01 06:44:00,EPCBI,MD82,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:10:00,کاسپین,CPN014,عسلویه,پرواز كرد,"10, 11",2025-06-01 09:57:00,EPCAS,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:15:00,ماهان,IRM1033,مشهد,پرواز كرد,24,2025-06-01 06:21:00,EPMOS,RJ85,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:15:00,آسمان,IRC644,بندرعباس,پرواز كرد,26,2025-06-01 06:27:00,EPATE,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:20:00,وارش,VRH5924,گناباد,پرواز كرد,7,2025-06-01 06:31:00,EPVAR,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:20:00,کیش ایر,KIS7055,كيش,پرواز كرد,"11, 12",2025-06-01 06:48:00,EPLCO,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:25:00,پارس ایر,PRS5422,اصفهان,پرواز كرد,"20, 21",2025-06-01 07:03:00,EPPAO,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:25:00,آوا,AXV7702,مشهد,پرواز كرد,"16, 17",2025-06-01 06:36:00,EPSAP,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:30:00,کیش ایر,KIS7093,عسلویه,پرواز كرد,"9, 10",2025-06-01 06:56:00,EPLCJ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:35:00,اروان,INA6750,مشهد,پرواز كرد,4,2025-06-01 07:10:00,EPNSR,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:35:00,زاگرس,IZG4060,بوشهر,پرواز كرد,2,2025-06-01 06:50:00,EPZAG,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:40:00,قشم ایر,QSM1202,عسلویه,پرواز كرد,"21, 22",2025-06-01 07:01:00,EPFQF,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:40:00,کاسپین,CPN6956,جاسک,پرواز كرد,"14, 15",2025-06-01 07:05:00,EPKPC,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:45:00,پارس ایر,PRS4438,گچساران,پرواز كرد,18,2025-06-01 06:53:00,EPPRA,CRJ200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 06:50:00,ایران ایر,IRA311,اهواز,پرواز كرد,"7, 8",2025-06-01 07:17:00,EPIEP,A319,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:05:00,آتا,TBZ5662,کرمان,پرواز كرد,"12, 13",2025-06-01 07:31:00,EPTAR,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:05:00,قشم ایر,QSM1230,ماهشهر,پرواز كرد,"18, 19",2025-06-01 07:24:00,EPFQU,rj100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:10:00,ایران ایر,IRA326,لارستان,پرواز كرد,"3, 4",2025-06-01 07:28:00,EPIEQ,A319,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:15:00,آساجت,SJT8634,رشت,پرواز كرد,14,2025-06-01 07:14:00,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:20:00,ایران ایرتور,IRB946,تبریز,پرواز كرد,"9, 10",2025-06-01 07:33:00,EPMDF,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:50:00,قشم ایر,QSM1238,خارگ,پرواز كرد,"21, 22",2025-06-01 08:24:00,EPFQV,RJ100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 07:50:00,ماهان,IRM4575,جیرفت,پرواز كرد,23,2025-06-01 08:29:00,EPMEI,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:00:00,اطلس ایر,ATS8293,چابهار,پرواز كرد,"16, 17",2025-06-01 08:15:00,EPLEE,737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:00:00,ماهان,IRM4536,اردبیل,پرواز كرد,22,2025-06-01 08:04:00,EPMOH,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:05:00,آتا,TBZ5602,تبریز,پرواز كرد,"24, 25",2025-06-01 08:21:00,EPTAL,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:10:00,ماهان,IRM1051,کرمان,پرواز كرد,21,2025-06-01 08:14:00,EPMEU,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:20:00,آتا,TBZ5659,كيش,پرواز كرد,"26, 27",2025-06-01 08:50:00,EPTAQ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:30:00,زاگرس,IZG4030,كيش,پرواز كرد,3,2025-06-01 09:35:00,EPZAQ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 08:50:00,آتا,TBZ5611,شیراز,پرواز كرد,"28, 29",2025-06-01 09:17:00,EPTAM,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:00:00,تابان,TBN6258,مشهد,پرواز كرد,"1, 2",2025-06-01 09:15:00,EPSMA,MD.88,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:05:00,آتا,TBZ5631,اهواز,پرواز كرد,"12, 13",2025-06-01 11:08:00,EPTAZ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:10:00,ساها,IRZ170,مشهد,پرواز كرد,"6, 7",2025-06-01 09:19:00,EPSII,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:15:00,ماهان,IRM1043,كيش,پرواز كرد,"18, 19, 20",2025-06-01 09:53:00,EPMEE,747,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:20:00,قشم ایر,QSM1210,اهواز,پرواز كرد,"21, 22",2025-06-01 09:37:00,EPFQV,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:25:00,رایمون,RAI7514,عسلویه,پرواز كرد,"3, 4",2025-06-01 09:42:00,EPNEA,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:30:00,پويا,PYA2312,مشهد,پرواز كرد,15,2025-06-01 09:56:00,EPPUR,EMB145,فرودگاه مهرآباد,Domestic Departure
2025-06-01 09:40:00,چابهار,IRU7640,مشهد,پرواز كرد,5,2025-06-01 09:59:00,EPSEB,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:00:00,وارش,VRH5840,مشهد,پرواز كرد,7,2025-06-01 10:05:00,EPVBM,B737,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:20:00,آتا,TBZ5613,مشهد,پرواز كرد,"24, 25",2025-06-01 10:25:00,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:30:00,یزد ایر,DZD9403,رشت,پرواز كرد,"14, 15",2025-06-01 10:42:00,EPDZH,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:35:00,پارس ایر,PRS4488,طبس,پرواز كرد,19,2025-06-01 10:30:00,EPPRA,CRJ200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:40:00,چابهار,IRU7610,مشهد,پرواز كرد,4,2025-06-01 10:45:00,EPCBD,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:50:00,آتا,TBZ5629,مشهد,پرواز كرد,"28, 29",2025-06-01 11:52:00,EPTAH,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 10:50:00,ایران ایر,IRA350,كيش,پرواز كرد,"9, 10",2025-06-01 11:19:00,EPCFR,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:20:00,قشم ایر,QSM1291,کرمانشاه,پرواز كرد,"16, 17",2025-06-01 11:46:00,EPFQU,RJ100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:30:00,ایران ایر,IRA3385,سهند,پرواز كرد,2,2025-06-01 11:36:00,EPitm,F100,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:35:00,زاگرس,IZG4040,مشهد,پرواز كرد,6,2025-06-01 11:45:00,EPZAG,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:40:00,اطلس ایر,ATS8284,مشهد,پرواز كرد,"14, 15",2025-06-01 11:54:00,EPTHI,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:45:00,کیش ایر,KIS7029,كيش,پرواز كرد,"11, 12",2025-06-01 12:17:00,EPLCO,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 11:55:00,آتا,TBZ5627,اهواز,پرواز كرد,"12, 13",2025-06-01 12:22:00,EPTAR,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 12:50:00,آتا,TBZ5698,مشهد,پرواز كرد,"28, 29",2025-06-01 13:20:00,EPTAO,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 13:00:00,فلای پرشیا,FPI7446,عسلویه,پرواز كرد,"18, 19",2025-06-01 13:15:00,EPFPA,737-700,فرودگاه مهرآباد,Domestic Departure
2025-06-01 13:30:00,آتا,TBZ5619,مشهد,پرواز كرد,"24, 25",2025-06-01 14:00:00,EPTAM,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 13:30:00,ماهان,IRM4522,یاسوج,پرواز كرد,25,2025-06-01 13:34:00,EPMOH,146-200,فرودگاه مهرآباد,Domestic Departure
2025-06-01 13:40:00,آتا,TBZ5719,مشهد,پرواز كرد,"26, 27",2025-06-01 14:13:00,EPTAQ,MD83,فرودگاه مهرآباد,Domestic Departure
2025-06-01 13:55:00,ماهان,IRM1010,کرمانشاه,پرواز كرد,24,2025-06-01 14:18:00,EPMEI,RJ85,فرودگاه مهرآباد,Domestic Departure
2025-06-01 14:00:00,ماهان,IRM1004,ارومیه,پرواز كرد,23,2025-06-01 14:10:00,EPMOC,146-200,فرودگاه مهرآباد,Domestic Departure
