scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type
2025-05-24 23:40:00,آتا,TBZ5711,کرمانشاه,اعلام ورود,,2025-05-24 23:55:00,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-25 01:00:00,تابان,TBN6252,تهران,طبق برنامه,,,,MD.88,فرودگاه مشهد,Domestic Arrival
2025-05-25 01:00:00,کیش ایر,KIS7011,آبادان,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 01:00:00,زاگرس,IZG4111,شیراز,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 01:50:00,آتا,TBZ5642,اهواز,طبق برنامه,,,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-25 02:00:00,وارش,VRH5803,ساری,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 02:00:00,وارش,VRH5855,اصفهان,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 04:00:00,تابان,TBN6218,آبادان,طبق برنامه,,,,MD.88,فرودگاه مشهد,Domestic Arrival
2025-05-25 04:05:00,سپهران,SHI4367.,آبادان,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 06:35:00,کاسپین,CPN026,تهران,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 07:00:00,هواپیمایی پارس,PRS4454,تهران,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 07:30:00,چابهار,IRU7660,تهران,طبق برنامه,,,,MD83,فرودگاه مشهد,Domestic Arrival
2025-05-25 07:40:00,هواپیمایی اطلس,ATS8278,تهران,طبق برنامه,,,,MD83,فرودگاه مشهد,Domestic Arrival
2025-05-25 07:45:00,اروان,INA6750,تهران,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 08:00:00,ماهان,IRM1033,تهران,طبق برنامه,,,,BAE100,فرودگاه مشهد,Domestic Arrival
2025-05-25 08:15:00,پويا,PYA2350,تهران,طبق برنامه,,,,EMB145,فرودگاه مشهد,Domestic Arrival
2025-05-25 09:00:00,زاگرس,IZG4105,ایلام,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 09:30:00,آتا,TBZ5649,اصفهان,طبق برنامه,,,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-25 09:30:00,ماهان,IRM1059,کرمان,طبق برنامه,,,,BAE100,فرودگاه مشهد,Domestic Arrival
2025-05-25 09:45:00,تابان,TBN6216,اهواز,طبق برنامه,,,,MD.88,فرودگاه مشهد,Domestic Arrival
2025-05-25 09:50:00,ماهان,IRM1039,تهران,طبق برنامه,,,,RJ100,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:30:00,ساها,IRZ170,تهران,باطل شد,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:30:00,کیش ایر,KIS7146,عسلویه,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:45:00,هواپیمایی اطلس,ATS8270,تهران,طبق برنامه,,,,RJ85,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:45:00,سپهران,SHI4359,کرمانشاه,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:50:00,زاگرس,IZG4042,تهران,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:50:00,پويا,PYA2312,تهران,طبق برنامه,,,,EMB145,فرودگاه مشهد,Domestic Arrival
2025-05-25 10:50:00,کارون,KRU2589,عسلویه,طبق برنامه,,,,F100,فرودگاه مشهد,Domestic Arrival
2025-05-25 11:00:00,چابهار,IRU7640,تهران,طبق برنامه,,,,MD83,فرودگاه مشهد,Domestic Arrival
2025-05-25 11:00:00,ایران ایرتور,IRB983,بوشهر,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 11:15:00,کیش ایر,KIS7072,كيش,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 11:20:00,آتا,TBZ5613,تهران,طبق برنامه,,,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-25 11:30:00,وارش,VRH5840,تهران,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-25 12:00:00,چابهار,IRU7610,تهران,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 12:05:00,کاسپین,CPN4917,چابهار,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-25 12:10:00,آتا,TBZ5629,تهران,طبق برنامه,,,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-25 12:45:00,هواپیمایی پارس,PRS4457,آبادان,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
